"";"ICD-10";"PQI_num";"PQI_lab";"ICD-10-label";"Classification";"PQI_Composite";"Composite_label"
"144";"N159";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Renal tubulo-interstitial disease, unspecified";"ACSUTID";"PQI_91";"Prevention_Quality_Acute_Composite"
"145";"N159";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Renal tubulo-interstitial disease, unspecified";"ACSUTID";"PQI_90";"Prevention_Quality_Overall_Composite"
"146";"J4532";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Mild persistent asthma with status asthmaticus";"ACSASTD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"147";"J4532";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Mild persistent asthma with status asthmaticus";"ACSASTD";"PQI_90";"Prevention_Quality_Overall_Composite"
"148";"E1022";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with diabetic chronic kidney disease";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"149";"E1022";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with diabetic chronic kidney disease";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"150";"E1022";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with diabetic chronic kidney disease";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"151";"E1022";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with diabetic chronic kidney disease";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"152";"E1022";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with diabetic chronic kidney disease";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"153";"E1022";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with diabetic chronic kidney disease";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"154";"E11641";"PQI_01";"Diabetes_Short-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with hypoglycemia with coma";"ACDIASD";NA;NA
"155";"E11641";"PQI_01";"Diabetes_Short-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with hypoglycemia with coma";"ACSLEAD";NA;NA
"156";"E11311";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema";"ACDIALD";NA;NA
"157";"E11311";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema";"ACSLEAD";NA;NA
"158";"J449";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Chronic obstructive pulmonary disease, unspecified";"ACCOPDD";NA;NA
"159";"I129";"PQI_07";"Hypertension_Admission_Rate";"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease";"ACSHY2D";NA;NA
"160";"I129";"PQI_07";"Hypertension_Admission_Rate";"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease";"ACSHYPD";NA;NA
"161";"I50810";"PQI_08";"Heart_Failure_Admission_Rate";"Right heart failure, unspecified";"MRTCHFD";NA;NA
"162";"J180";"PQI_11";"Community_Acquired _Pneumonia_Admission_Rate";"Bronchopneumonia, unspecified organism";"ACSBACD";"PQI_91";"Prevention_Quality_Acute_Composite"
"163";"N3090";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Cystitis, unspecified without hematuria";"ACSUTID";"PQI_91";"Prevention_Quality_Acute_Composite"
"164";"N3090";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Cystitis, unspecified without hematuria";"ACSUTID";"PQI_90";"Prevention_Quality_Overall_Composite"
"165";"J45990";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Exercise induced bronchospasm";"ACSASTD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"166";"J45990";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Exercise induced bronchospasm";"ACSASTD";"PQI_90";"Prevention_Quality_Overall_Composite"
"167";"E113539";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"168";"E113539";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"169";"E113539";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"170";"E113539";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"171";"E113539";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"172";"E113539";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"173";"E10319";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema";"ACDIALD";NA;NA
"174";"E10319";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema";"ACSLEAD";NA;NA
"175";"J430";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Unilateral pulmonary emphysema [MacLeods syndrome]";"ACCOPDD";NA;NA
"176";"I1310";"PQI_07";"Hypertension_Admission_Rate";"Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease";"ACSHY2D";NA;NA
"177";"I1310";"PQI_07";"Hypertension_Admission_Rate";"Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease";"ACSHYPD";NA;NA
"178";"I501";"PQI_08";"Heart_Failure_Admission_Rate";"Left ventricular failure, unspecified";"MRTCHFD";NA;NA
"179";"J153";"PQI_11";"Community_Acquired _Pneumonia_Admission_Rate";"Pneumonia due to streptococcus, group B";"ACSBACD";"PQI_91";"Prevention_Quality_Acute_Composite"
"180";"N16";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Renal tubulo-interstitial disorders in diseases classified elsewhere";"ACSUTID";"PQI_91";"Prevention_Quality_Acute_Composite"
"181";"N16";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Renal tubulo-interstitial disorders in diseases classified elsewhere";"ACSUTID";"PQI_90";"Prevention_Quality_Overall_Composite"
"182";"J4541";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Moderate persistent asthma with (acute) exacerbation";"ACSASTD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"183";"J4541";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Moderate persistent asthma with (acute) exacerbation";"ACSASTD";"PQI_90";"Prevention_Quality_Overall_Composite"
"184";"E1029";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with other diabetic kidney complication";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"185";"E1029";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with other diabetic kidney complication";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"186";"E1029";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with other diabetic kidney complication";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"187";"E1029";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with other diabetic kidney complication";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"188";"E1029";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with other diabetic kidney complication";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"189";"E1029";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with other diabetic kidney complication";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"190";"E11319";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema";"ACDIALD";NA;NA
"191";"E11319";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema";"ACSLEAD";NA;NA
"192";"J470";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Bronchiectasis with acute lower respiratory infection";"ACCOPDD";NA;NA
"193";"I50811";"PQI_08";"Heart_Failure_Admission_Rate";"Acute right heart failure";"MRTCHFD";NA;NA
"194";"J181";"PQI_11";"Community_Acquired _Pneumonia_Admission_Rate";"Lobar pneumonia, unspecified organism";"ACSBACD";"PQI_91";"Prevention_Quality_Acute_Composite"
"195";"N3091";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Cystitis, unspecified with hematuria";"ACSUTID";"PQI_91";"Prevention_Quality_Acute_Composite"
"196";"N3091";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Cystitis, unspecified with hematuria";"ACSUTID";"PQI_90";"Prevention_Quality_Overall_Composite"
"197";"J45991";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Cough variant asthma";"ACSASTD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"198";"J45991";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Cough variant asthma";"ACSASTD";"PQI_90";"Prevention_Quality_Overall_Composite"
"199";"E113541";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"200";"E113541";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"201";"E113541";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"202";"E113541";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"203";"E113541";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"204";"E113541";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"205";"E10321";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema";"ACDIALD";NA;NA
"206";"E10321";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema";"ACSLEAD";NA;NA
"207";"J431";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Panlobular emphysema";"ACCOPDD";NA;NA
"208";"I5020";"PQI_08";"Heart_Failure_Admission_Rate";"Unspecified systolic (congestive) heart failure";"MRTCHFD";NA;NA
"209";"J154";"PQI_11";"Community_Acquired _Pneumonia_Admission_Rate";"Pneumonia due to other streptococci";"ACSBACD";"PQI_91";"Prevention_Quality_Acute_Composite"
"210";"N2884";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Pyelitis cystica";"ACSUTID";"PQI_91";"Prevention_Quality_Acute_Composite"
"211";"N2884";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Pyelitis cystica";"ACSUTID";"PQI_90";"Prevention_Quality_Overall_Composite"
"212";"J4542";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Moderate persistent asthma with status asthmaticus";"ACSASTD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"213";"J4542";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Moderate persistent asthma with status asthmaticus";"ACSASTD";"PQI_90";"Prevention_Quality_Overall_Composite"
"214";"E10311";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"215";"E10311";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"216";"E10311";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"217";"E10311";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"218";"E10311";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"219";"E10311";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"220";"E11321";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema";"ACDIALD";NA;NA
"221";"E11321";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema";"ACSLEAD";NA;NA
"222";"J471";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Bronchiectasis with (acute) exacerbation";"ACCOPDD";NA;NA
"223";"I50812";"PQI_08";"Heart_Failure_Admission_Rate";"Chronic right heart failure";"MRTCHFD";NA;NA
"224";"J188";"PQI_11";"Community_Acquired _Pneumonia_Admission_Rate";"Other pneumonia, unspecified organism";"ACSBACD";"PQI_91";"Prevention_Quality_Acute_Composite"
"225";"N390";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Urinary tract infection, site not specified";"ACSUTID";"PQI_91";"Prevention_Quality_Acute_Composite"
"226";"N390";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Urinary tract infection, site not specified";"ACSUTID";"PQI_90";"Prevention_Quality_Overall_Composite"
"227";"J45998";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Other asthma";"ACSASTD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"228";"J45998";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Other asthma";"ACSASTD";"PQI_90";"Prevention_Quality_Overall_Composite"
"229";"E113542";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"230";"E113542";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"231";"E113542";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"232";"E113542";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"233";"E113542";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"234";"E113542";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"235";"E103211";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye";"ACDIALD";NA;NA
"236";"E103211";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye";"ACSLEAD";NA;NA
"237";"J432";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Centrilobular emphysema";"ACCOPDD";NA;NA
